MS609-0005.xml	"Item. Vidit in domo Willelmi Canast-Bru Bertrandum Marti et socium eius, hereticos, et vidit ibi cum eis Raimundum denAmelh et P. Bernardi d mazel . Et ipse testis adoravit ibi dictos hereticos et vidit alios adoraverunt. Et sunt XII anni vel circa."	Et sunt XII anni vel circa.	1233	in domo Willelmi Canast-Bru	#home_of_Guilhem_Canast-Brus
MS609-0005.xml	"Item. Vidit in domo de Narrica Raimundum filium de Na Riqua et socium eius, hereticos, et vidit ibi cum eis Petrum Gauta Seniorem; P. Bernardi, mazeler ; Willelmum Bru de Canast; Arnaldum Maiestre. Sed non recolat si ipse et alii adoraverunt ibi dictos hereticos. Et sunt XII anni vel circa."	Et sunt XII anni vel circa.	1233	in domo de Narrica	#home_of_Peirona_Na_Riqua_MSP-AU
MS609-0006.xml	"Item. Anno et die quo supra. Poncius Rainardi testis iuratus dixit quod vidit in domo Peire de Sancto Andrea Iohannem Cambitorem et sociumeius, hereticos. Et vidit ibi cum eis Willelmum Vital; Bernardum, dominum del Mas; Arnaldum de Rozengue; Raimundum de Causit; et plures alios de quibusnon recolit. Et omnes et ipse testis adoravit ibi dictos hereticos. Et sunt XIIII anni vel circa."	sunt XIIII anni vel circa	1231	in domo Peire de Sancto Andrea	#home_of_Cap-de-Porc
MS609-0006.xml	"Item. Vidit Willelmum Vital de Gibel et sociumeius, hereticos, in loco qui dicitur lo Radel. Et vidit ibi cum eis Poncium Guarner; Guallardum Amelh; Arnaldum Godal; PonciumGran; Poncium Gauta; et plures alios de quibus non recolit. Et omnes et ipse testis adoravit ibi dictos hereticos. Et sunt VII annivel circa."	Et sunt VII annivel circa.	1238	lo Radel	#Lo_Radel_MSP
MS609-0006.xml	"Item. Vidit in domo Willelmi Vital Bertrandum Marti et socium eius, hereticos. Et vidit ibi cum eis dictam Camonam ipsum Willelmum Vital et uxor eius. Et ipse testis adoravit ibi dictos hereticos et vidit alios adoraverunt. Et sunt XII anni vel circa."	Et sunt XII anni vel circa.	1233	in domo Willelmi Vital	#home_of_Guilhem_Vidal
MS609-0006.xml	"Item. Vidit in domo ipsius testis P. Bonet, sororium ipsius testis, et socium eius, hereticos. Et vidit ibi cum eis Willelmum Vital et Raimundam,uxor ipsius testis, sororem dicti P. Bonet, hereticam. Et ipse testis et alii adoraverunt dictos hereticos. Et sunt VIII anni vel circa."	Et sunt VIII anni vel circa.	1237	in domo ipsius testis	#home_of_Guilhem_Vidal
MS609-0006.xml	"Item. Vidit in domo de Na Camona Rixenz et sociam eius, hereticas, et vidit ibi cum eis dictam Camonam sed nonadoravit ibi dictos dictas hereticas, nec vidit alios adorare. Et sunt VII anni vel circa."	Et sunt VII anni vel circa.	1238	in domo de Na Camona	#home_of_Na_Camona_MSP-AU
MS609-0006.xml	"Item. Vidit in domo Bernardi de Quiders BertrandumMarti et socium eius, hereticos. Et vidit ibi cum eis Raimundum de Causit; Willelmum Vital; et Arnaldum Godalh; et ipsum Bernardum de Quiders. Et omnes et ipse testis adoraverunt ibi dictos hereticos. Alibi non vidit hereticos quod recolat."			in domo Bernardi de Quiders	#home_of_Bernard_de_Quiders
MS609-0006.xml	"Item. Vidit in domo Petri de Sancto Andrea Donatum et socium eius, hereticos, et vidit cum eo eis Petrum de Sancto Andrea; et Na Matenz; et Petrum Fabri, filium dicte Mateuz . Sed non adoravit nec vidit adorare. Et abiuravit heresim et iuravit et cetera. Testes: predicti."				
MS609-0009.xml	"Item. Anno et die quo supra. Poncius del Mas vel de Lobeira testis iuratus dixit quod tenuit per mensem in domo ipsius testis Rixenz Bruna. Sed ipse testis nesciebat ipsam esse hereticam quom usque dominus episcopus Tholosanus cepit eam in hospitioipsius testis, et ipse qui loquitur similiter fuit captus propter hoc. Dixit etiam quod postmodum fuit reconciliata dicta hereticaper dictum episcopum Tholosanum. Et sunt XII anni vel circa."	Et sunt XII anni vel circa.	1233		#home_of_Pons_Lobeira
MS609-0010.xml	"Item. Anno et die quo supra. Poncius Godalh testis ipse dixit quod erat puer vidit Raimundum de Na Riqua et socium eius,hereticos, in quandam palarga ubi iacebat ipse testis. Et duxit eos ibi Arnald Godalh. Et fuerunt ibi dicti hereticiper noctem, sed ipse testis non adoravit ibi dictos hereticos nec vidit adorare. Et sunt XII anni vel circa. Alibi non vidit hereticosnec credidit nec adoravit nec dedit nec misit nec eorum predicationem audivit."	Et sunt XII anni vel circa.	1233	in quandam palarga ubi iacebat ipse testis	#home_of_Arnald_Godalh_MSP-AU
MS609-0011.xml	"cruces Item. Anno die quo supra. W. Donat testis iuratus dixit quod ipse testis et Willelmus de Canast iverunt apud Laurac et duxerunt inde W. B. et socium eius, hereticos, apud Mansum et introduxerunt eu eos in domum Willelmi deMalhorgas , avunculi dicti Willelmi de Canast. Et ipse Willelmus de Malhorgas infirmabatur tunc, et dicti hereticihereticaverunt tunc dictum Willelmum. Et interfuerunt dicte hereticationi ipsi et Willelmus de Canast predictus; et Willelmus de Canast senior, avunculus ipsius testis; et Durandus Vadis; Willelma Sicresa, filiastra dicti hetia hereticati. Et omneset ipse testis adoraverunt ibi dictos hereticos. Et sunt XIX anni vel circa."	Et sunt XIX anni vel circa.	1236	"iverunt apud Laurac et duxerunt inde W. B. et socium eius, hereticos, apud Mansum et introduxerunt eu eos in domum Willelmi deMalhorgas ,"	#journey
MS609-0011.xml	Item. Dixit quod no vidit hereticos publicestantes in terra. Alibi non vidit hereticos. Et sunt XXX anni vel circa.	Et sunt XXX anni vel circa.	1215	publicestantes	#open_public_MSP
MS609-0012.xml	"cruces habet Item. Anno et die quo supra. Paulus Vitalis leprosus est Duvernoy read 'combustus est' for 'leprosus est'. testis iuratus dixit quod in loco qui dicitur Oliver vidit Raimundum de Narrica et Bernardum de Sancto Andrea, hereticos. Et vidit ibi cum eis Bernardum Aychart; Poncium Gran; et Campanh. Et omnes et ipse testis adoraverunt ibi dictos hereticos. Et sunt duo anni vel circa."	Et sunt duo anni vel circa.	1243	in loco qui dicitur Oliver	#Oliver_MSP
MS609-0012.xml	"Item. Vidit in domo Petri de Sancto Andrea Bernardum de Sancto Andrea, fratrem ipsius Petri, et socium eius, hereticos. Et vidit ibi cum eis Willelmum Vitalis, Poncium de Lamanz. Et omnes et ipse testis adoraverunt ibi dictos hereticos. Et hoc fuit prope dicto tempore. Alibi non vidit hereticos quod recolat."	Et hoc fuit prope dicto tempore.	1943	in domo Petri de Sancto Andrea	#home_of_Cap-de-Porc
MS609-0012.xml	Dixit etiam quod Bernardus Aychart predictus dixduxit ipse testis ad dictos hereticos ut dictum est. Et abiuravit heresim et iuravit. Testes: predicti.				
MS609-0013.xml	"Item. Anno quo die supra Ydus Iunii. Bernardus Cogata testis iuratus dixit quod vidit in domo Willelmi Vitalis Bertrandum Marti et socium eius, hereticos. Et vidit ibi ipsum Willelmum Vitalis; et Seguram, uxor ipsius Wilhelmi Vitalis; Arnaldum Maiestre; Arnaldum Godal; Bernardum Cap de Porc; Willelmum de Canast-Brus; Arnaldum de Canast; et Petrum Vidal; et plures alios dequibus non recolit. Et ipse testis et omnes alii audierunt predicationem eorum et adoraverunt eos ter flexis genibusdicendo Benedicite, probi homines, orate Deum pro nobis. Et sunt XII anni vel circa."	sunt XII anni vel circa	1233	in domo Willelmi Vitalis	#home_of_Guilhem_Vidal
MS609-0013.xml	"Item dixit quod indomo Petri de Cap de Porc Iohannem Cambiarre et socium suum, hereticos. Et vidit ibi cum eis Bernardum del Masseniorem; Arnaldum de Rozerge; Garnerium; Petrum Gauta seniorem; et ipsum Petrum Cap de Porc; et Bernardum, fratremdicti Petri Cap de Porc; et plures alios de quibus non recolit. Et ipse testis et omnes alii adoraverunt dictos hereticos. Et sunt X anni vel circa."	Et sunt X anni vel circa.	1235	indomo Petri de Cap de Porc	#home_of_Cap-de-Porc
MS609-0013.xml	"Item. Dixit quod vidit in domo de Nariqua Raimudum, filium dicte Riqua, et socium suum, hereticos. Et vidit ibi Roggerium Sartre; Petrum Gauta seniorem; et Sebilia, filia dicte Riqua; et ipsam Riqua; et plures alios de quibus non recolit. Et ipse testis et omnes alii adoraverunt dictos hereticos. Et fuit eodem tempore."	Et fuit eodem tempore	1235	in domo de Nariqua	#home_of_Peirona_Na_Riqua_MSP-AU
MS609-0013.xml	"Item. Dixit quod vidit in domo den Campanh, sabater, Poncium Petit et socium suum, hereticos. Et vidit ibi cum eis Wilhelmum de Canast-Brus; et ipsum Companh; et Wilhelma Gaufresa, matrem dicti Companh ; et Esmengardam, filiam dicte Wilhelme Gaufresa . Et ipse testis et omnes alii adoraverunt ibi dictos hereticos. Et sunt XII anni vel circa."	Et sunt XII anni vel circa.	1233	"in domo den Campanh, sabater,"	#home_of_Companh_Gaufred
MS609-0013.xml	"Item. Vidit in domo Wilhelme, filie quondam quandam den Companh, concubine Arnaldi Maiestre , Bernardum de Mairevila et socium suum, hereticos. Et vidit ibi cum eis Willelmum Ponz de Recauth; et Petrum, fratrem eius; et Willelmum Teissere; Raimundum de Recau; et Arnaldum Maiestre, qui iacebat tunc infirmus in infirmitate qua decessit; et Wilhelmam,sororem dicti Arnaldi Maiestre. et Raimundum de las de Recaut Et tunc dicti heretici hereticaverunt dictum Arnaldum Maiestre ipso teste vidente. Et ipse testis et omnes alii adoraverunt ibi dictos hereticos. Et sunt XII anni vel circa."	Et sunt XII anni vel circa.	1233	"in domo Wilhelme, filie quondam quandam den Companh, concubine Arnaldi Maiestre"	home_of_Guilhelma_Maiestre_nee_Companh_MSP-AU
MS609-0013.xml	"Item. Dixit quod Petrus Gauta loqutus est publice Bernardo, domino del Mas, contra ipsum testem in hunc modum Bernarde del Mas, est ne bonum quod aliquis qui detexerit nos eat vivus super terram? Et propter illa verba, ipse testis cum familia sua exivit de Manso."				
MS609-0013.xml	"Item. Dixitquod Iordanus de Quiders dixit Nuper ipsi testi modo apparebit quis expeditus erit citius vos qui provenistisalios in confessione. Et abiuravit heresim et iuravit et cetera. Testes: Arnaldus, prior Sancti Saturnini; et magister Petrus de Caramag; et frater Bernardus, inquisitor."				
MS609-0015.xml	"Item. Anno die quo supra Pelegrina - uxor quondam Ysarni de Mont Server, filia Wilhelmi, dicti domini del Mas - Haec manet apud Cuellham testis iuratadixit quod vidit Gallardam, amitam suam, et sociam suam, hereticas, in domo Willelmi del Mas, patris ipsius testis et Willelmi del Mas. Viditibi cum eis patrem ipsius testis, et Fabrissam, matrem ipsius testis. Et ipsa testis et dicta mater ipsius testis adoraverunt dictas hereticas ter flexis genibus dicendo, Benedicite bone mulieres, orate Deum pro nobis. Et sunt XXV anni vel circa."	Et sunt XXV anni vel circa	1220	"in domo Willelmi del Mas, patris ipsius testis"	#home_of_Guilhem_del_Mas_Sr_MSP
MS609-0015.xml	"Item. Dixit quod vidit plures hereticos in domo Ramundi de Canast ubi morabatur tunc Nestolt de Rocha Vila ie. Na Estolt, et vidit ibi similiter hereticos quos non novit, sed nullum vidit ibi exceptis dictis hereticos. Et ipsa testis adoravit ibi dictos hereticos. Et fuit eodem tempore."	Et fuit eodem tempore.	1220	in domo Ramundi de Canast	#home_of_Raimund_Canast_MSP-AU
MS609-0015.xml	"Item. Dixit quod vidit indomo Petri Fabri hereticos quos non novit. Et vidit ibi cum eis Fabrissam, matrem ipsius testis; et Wilhelmam Meta, uxor matrem Bernardi deQuiders, sororem Willelmi del Mas ; et Guirandam, uxor Willelmi de Rocha Fort ; et Marquesiam uxor B. de Rochafort ; et Aymengardam de Causser; et ipsum Petrum Fabri; et plures alios de quibus non recolit. Et ipsa testis et omnes aliiadoraverunt ipsos dictos hereticos. Et sunt XX duo anni vel circa."	Et sunt XX duo anni vel circa.	1225	indomo Petri Fabri	home_of_Peire_Faure_MSP
MS609-0015.xml	"Item. Dixit quod vidit in domo Willelmi de Canast Bertrandum Marti et socium suum, hereticos, et vidit ibi cum eis Fabrissam, matrem ipsius testis; et Willelmam Meta; et Mariam, uxorem Bertrandi de Quiders ; et P. Bernardum, carnificem ; et ipsum Willelmum de Canast; et matrem ipsius Willelmi de Canast ; et plures alios de quibus nonrecolit. Et ipsa testis et omnes alii, excepta Maria uxorem Bertrandi de Quiders , adoraverunt ibi dictos hereticos. Et sunt XIIII annivel circa."	Et sunt XIIII annivel circa.	1231	in domo Willelmi de Canast	#home_of_Guilhem_Canast-Brus
MS609-0015.xml	"Item. Dixit quod vidit Guillabertum de Castras et socium suum, hereticos, apud Mirapeis in domibus propriis ipsorum hereticorum et vidit ibi Braidam, socrum suam ; et Ceseliam, filiam dicte Braide ; et Avam, uxor Ramundi Sancii ; et P.Audoys; P. Raimundi Roi; et plures alios de quibus non recolit. Et tunc dicta Braida et ipsa testis miserunt tunc dictishereticis fogassas et vinum. Et ipsa testis et omnes alii adoraverunt ibi dictos hereticos. Et sunt XVIII anni vel circa."	sunt XVIII anni vel circa	1227	in domibus propriis ipsorum hereticorum	#home_of_Guilabert_de_Castre
MS609-0015.xml	"Item. Dixitquod vidit in domo de Na Laureta apud Mirapeis Franciscam, matrem Willelmi de la Ylha , et sociam suam, hereticas. Et vidit ibi cum eis Ransanam, uxor Ysarni de Fano Iovis . Et ipsa Laureta et ipsa testis et dicta Ransana adoraveruntibi dictas hereticas. Et fuit eodem tempore."	Et fuit eodem tempore.	1227	in domo de Na Laureta apud Mirapeis	#home_of_Na_Laureta
MS609-0015.xml	"Item. Dixit quod stetit apud Perrelham cum Hysarno de Mont Server, viro suo, et vidit ibi in domo de Na Forneira - matris Ramundi de Perrelha , heretice - Iohannem Cambiaire et socium suum, hereticos. Et vidit ibi cum eis Corbam, uxorem Ramundi de Peirelha ; et Ceciliam, sororiamipsius testis, que erat tunc heretica. Et ipsa et omnes alii adoraverunt ibi dictos hereticos. Et sunt XVI anni vel circa."	Et sunt XVI anni vel circa.	1229	"in domo de Na Forneira - matris Ramundi de Perrelha , heretice -"	#home_of_Na_Fornier_de_Pereille
MS609-0015.xml	"Item. Dixit quod stetit apud Montem Securum et vidit ibi Iohannem Cambiaire et plures alios hereticos et hereticas . Et audivit predicationem ipsius Iohannis Cambiaire. Et vidit ibi in illa predicatione Arnaldum Rogger; Ramundum de Peirelha; et Sorbam, uxorem dicti Ramundi de Peirelha ; et Gebiliam, uxorem Arnaldi Rotgerii ; et W. de Mirapeis, qui est de Pamias; et plures alios de quibus non recolit . Et omnes, excepto dicto W. de Mirapeis qui non diligebat hereticos, adoraverunt ibi dictos hereticos. Et sunt XV anni vel circa."	Et sunt XV anni vel circa.	1230	Montem Securum	#Montsegur_Ariege
MS609-0015.xml	"Item. Dixit quod vidit apud Culham in quadam domo ubi iacebat infirmus Hysarnus de Mont Server, maritus ipsius testis, Bertrandum Marti et socium suum, hereticos.Et vidit cum eis Arnaldum Rogger, qui duxit ibi dictos hereticos; et Ponciam de Vilar, uxorem quondam Ysarni del Vilar ; et O Ceciliam, uxorem Arnaldi Rogar ; Raimundam de Mont Server; et Guallardam de Romengos. Sed non adoravitnec vidit adorare nec dictus maritus eius fuit hereticatus. Et sunt XI anni vel circa."	Et sunt XI anni vel circa.	1234	apud Culham in quadam domo	#home_in_Queille
MS609-0015.xml	"Item. Dixit quod in eadem villa in domo P. de Las Combas vidit Raimundam de Cuc et sociam suam, hereticas, et vidit ibi cum eis ipsum P. de Las Combas et duas feminas quas non novit; et Aimengardam, uxorem Petri de Mazerolas . Et ipsa testis et dicta Aymengart adoraverunt ibi dictas hereticas, et tunc comedebant dicte heretice, et ipsa testis et dicta Aimengart de pane abipsis benedicto. Et sunt Vque anni vel circa."	sunt Vque anni vel circa	1240	in domo P. de Las Combas	#home_of_P_de_las_Combas
MS609-0015.xml	"Item. Dixit quod vidit in eodem castro in domo Dominici, qui eratde Cathalonia, tres hereticas de Fano Iovis quarum nomina ignorat. Et vidit ibi cum eis matrem dictiDominici et Esmengardam, uxorem P. de Mazorolas . Et tunc ipsius testis et dicta Esmengarda adoraverunt ibi dictas hereticas. Et fuit eodem tempore."	Et fuit eodem tempore.	1240	"in domo Dominici, qui eratde Cathalonia,"	#home_of_Dominic_de_Catalonia
MS609-0015.xml	"Item. Dixit quod misit per dictum Dominicum Braide marti mariti sui, socrui ipsius testis, heretice, duosextaria frumenti apud Montem Securum. Et fuit eodem tempore."	Et fuit eodem tempore.	1240	apud Montem Securum	#Montsegur_Ariege
MS609-0015.xml	Item. Dixit quod alia vice misit dicte hereticeper Petrum de Fogars qui erat de Lavebanet tres solidos Tholosanos. Et fuit eodem tempore.	fuit eodem tempore	1240		
MS609-0015.xml	"Item. Dixit quod vidit Arnaldumde Pencha et B. S., hereticos, stantes in domo Willelmi del Mas . Et dicti heretici colligebant bladum dicti Willelmidel Mas, patris ipsius testis, sed non adoravit nec vidit adorare. Et sunt XX anni vel circa."	sunt XX anni vel circa	1225	in domo Willelmi del Mas	#home_of_Guilhem_del_Mas_Sr_MSP
MS609-0015.xml	Item. Dixit quod quando stabat apud Perelham misit Forneire heretice duas fogassas et unam plenam canam vini per quandam ancillam suam. Et suntXV anni vel circa.	Et suntXV anni vel circa.	1230	apud Perelham	#Pereille_Ariege
MS609-0017.xml	"Item. Anno et die quo supra. Poncius de de Rozengue testis iuratus dixit quod vidit Willelmum Vital et socium suum, hereticos, iuxta vineam den Johanni Carabula Carabula et vidit tunc eis Willelmum de Rezenge fratrem ipsius testis, Arnaldum Godalh; Poncium Garner; ArnaldumGarner, fratrem dicti Poncii Garner ; Petrum Albaric; Poncium Gauta; Poncium Raynaut; et plures alios de quibus non recolit. Et omnes et ipse testis adoraverunt ibi dictos hereticos ter flexis genibus dicendo Benedicite boni homines, orate Deum pro nobis. Et suntVI anni vel circa."	Et suntVI anni vel circa.	1239	iuxta vineam den Johanni Carabula Carabula	#vineyard_of_Johan_Carabula
MS609-0021.xml	"Item. Anno et de et die quo supra XŒÁ Kalendas Iulii. Arnaldus Iordani testis iuratus dixit quod vidit Adelasiam de Cuguro, hereticam, apud apud Mansum apud Mansum Sanctarum Puellarum quam tenebat ibi publice in domo sua Bernardus de Manso mil miles miles dominus eiusdem castri . Et sunt XIX anni."	Et sunt XIX anni.	1226	in domo sua	#home_of_Alaisa_de_Cuguro_MSP-AU
MS609-0021.xml	Item. Dixit quod cum ipse testisstaret in hostagiis hospitagiis apud Ferrant in Redesio in domo W. Arnaldi de Ferrant . Vidit ibi quandam ancillam eiusdemdomus hereticam manentem ibi f publice. Et sunt XXVII anni.	Et sunt XXVII anni.	1218	apud Ferrant in Redesio in domo W. Arnaldi de Ferrant	#home_of_W_Arnald_de_Ferran
MS609-0024.xml	"Item. Dixit quod cum ipse testis esset apud Mansum in operatorio Petri Gauta , simulcum quibusdam aliis hominibus de Manso, Bernardus de Quiders indutus propria voluntate minxit super coronam ipsius testis,qui est acolitus, in opprobrium et vituperium tocius Ecclesie catholice, ut credit ipse testis firmiter. Et sunt XXVI anni. Testeshuius rei sunt Bernardus Amelii; et Arnaldus Donat; et Willelmus Lapassa Anhe; et B. Lapassa; et Raimundus den Dolz; et plures alii. Et sunt XXIX anni vel circa. Et abiuravit heresim et iuravit et cetera. Testes: infra scripti."	sunt XXIX anni vel circa	1219	apud Mansum in operatorio Petri Gauta	#workshop_of_peire_gauta_sr
MS609-0035.xml	"Item. Anno et die predictis. B. Lapassa testis iuratus dixit idem quod Petrus Raimundi Prosat - de Bernardum de Quiders et de minctum super coronam Petri Raimundi Prosaut. Sed non recolat de circumstantibus qui ibi fuerunt quos nominavit dictus Petrus. De loco, dixit idem quod Petrus. De tempore, dixit quod sunt XXV anni. Testes: prediciti."	"De tempore, dixit quod sunt XXV anni."	1220	"De loco, dixit idem quod Petrus"	#workshop_of_peire_gauta_sr
MS609-0078.xml	"Item. Dixit quod vidit apud Mansum in domo Bernardi de Quiders Iohanenem Cambitorem et socium eius, hereticos, qui predicaverunt ibi. Quorom predicationem interfuerent ipse testis; et Bernardus de Quiders; et Moreta; et Bernardus de Manso, miles; et alii de quibus non recolit. Et omnes et ipse testis adoravit ibi dictos hereticos dicendo quilibet pro se ter Benedicite, flexis genibus ante ipsos et addentes, Domini orate deum pro isto peccatore, quodfaciat me bonum christianum et perducat ad bonum finem. Et sunt XVIII anni."	sunt XVIII anni	1227	in domo Bernardi de Quiders	#home_of_Bernard_de_Quiders
MS609-0078.xml	"Item. Dixit quod vidit apud Mansum in domo Bernardi de Sancto Andrea Poncium Bolbena et socium eius, hereticos, qui predicaveruntibi de nocte. Et interfuerent ipsi predicationi ipse testis; et Petrus Gauta senior; et Willelmus Vidal; et Bernardus de Manso, miles; et Bertrandus de Quiders, miles. Et dictus Bernardus de Sancto Andrea et omnes et ipse testis adoravit ibi dictos hereticos. Et sunt XVIanni vel circa."	sunt XVIanni vel circa	1229	in domo Bernardi de Sancto Andrea	#home_of_Cap-de-Porc
MS609-0078.xml	"Item. Dixit quod Petrus de Sancto Andrea et Arnaldus Godalh adduxerunt de nocte duos hereticos, quorom nominaignorat, ad domus ipsius testis dum Willelma, uxor ipsius testis, infirmeratur ibi in infirmitate qua decessit. Et tunc dictam infirma non permisit se hereticari ab predictis hereticis. Et erant ibi ipse testis et Petrus Roggerii; et Garnerus; et Raimundus Garnerii. Sed ipse testis non adoravit nec vidit adorare. Et sunt X anni vel circa."	Et sunt X anni vel circa.	1235	ad domus ipsius testis	#home_of_Esteve_de_Rosengue
MS609-0078.xml	"Item. Dixit quod vidit apud Mansum in domo Garnerii Poncium Bolbona et socium eius, hereticos. Et vidit ibi cum eis dictum Garnerium. Sed ipse testis nonadoravit nec vidit adorare. Et sunt XIX anni."	sunt XIX anni	1226	in domo Garnerii	#home_of_Garnier_Sr
MS609-0078.xml	"Item. Dixit quod vidit apud Mansum in domo de Naricca Raimundum de Manso, hereticum . Et vidit ibi cum eo Jordanum de Manso, militem. Sed ipse testis non adoravit nec vidit adorare. Et sunt X anni vel circa. Alibi nunquam vidit hereticos."	sunt X anni vel circa	1235	domo de Naricca	#home_of_Peirona_Na_Riqua_MSP-AU
MS609-0078.xml	"Dixit etiam ipse testis quod credidit hereticos esse bonos homines et habere bonam fidem et esse veraceset amicos Dei. Sed non audivit hereticos loquentes de baptismo nec de hostia sacrata nec de matrimonio tamen semel audivit ab quodam hereticos quod Deus non fecerat visibilia et quod caro et sanguis regnum Dei non possidebunt1 Corinthians 15:50 (NIV):""I declare to you, brothers and sisters, that flesh and blood cannot inherit the kingdom of God, nor does the perishable inherit the imperishable"".. Et nunquam credidit ipse testis predictis erroribus. Et sunt XX anni quod primo credidit hereticos esse bonos et sunt X anni quod ultimodimsit illam credulitatem. Et confessus fuit fratri Ferrario, sed non habuit ab ipso penitentiam. Et abiuravit heresim et iuravit, et cetera. Testes: predicti."				
MS609-0079.xml	"Item. Anno quo supra, Kalends Julii. Bernarda, uxor Guarnerii, testis iurata dixit quod vidit in domo Raimunde dels Amaniels Fabrissa, hereticam, et vidit ibi cum eis Mariam, uxorem Bertrandi de Quiders ; et Willelma Meta, matrem Bernardide Quiders ; et ipsam Raimundam dels Amanels. Sed non adoravit nec vidit adorare. Et sunt XX anni vel circa."	sunt XX anni vel circa	1225	domo Raimunde dels Amaniels	#home_of_Raimunda_dels_Amaniels
