MS609-0013.xml,Predictos hereticos credidit essebonos homines et amicos Dei et posse salvari per ipsos licet sciret quod ecclesia persequereter eos,,,,,,
MS609-0015.xml,"Predictos hereticos credit esse bonos et habere bonam fidem et posse salvari per ipsos. Et audiviteos dicentes errores de visibilibus quod deus non fecerat ea, et quod hostia sacrata non est corpus domini, et quod inmatrimonio non est salus. Sed ipsa non credit predictis erroribus. Et sunt XXIII anni quod primo credit hereticos esse bonos, sed non credit postquam fecit confessionem suam de heresi fratri Ferrario et socio suo, inquisitores, apud Saysac . Et fuitconfessa predicta et plura alia de quibus modo non recolit, sed omnia credit esse vera. Dixit etiam quod Hysarnusvir suus mortuus sunt X anni et non fuit hereticatus. Et abiuravit heresim et iuravit et cetera. Testes: Bernardus de Ladinhac; Silvester, capellanus de Viridifolio; Petrus Fresapa. Et frater Bernardus, inquisitor, legit.","sunt XXIII anni quod primo credit hereticos esse bonos,","non credit postquam fecit confessionem suam de heresi fratri Ferrario et socio suo, inquisitores, apud Saysac",1223,1242,Predictos hereticos credit esse bonos et habere bonam fidem et posse salvari per ipsos,#pos_bonos_homines #pos_bonam_fidem #pos_posse_salvari
MS609-0015.xml,Predictos hereticos credit esse bonos et habere bonam fidem et posse salvari per ipsos,,,,,,
MS609-0017.xml,"Predictos hereticos credidit tunc esse bonos homines et habere bonam fidem licet sciret quod Ecclesia persequeretur eos, sed non audivit eos dicentes errores de visibilibus nec de sacramentis nec ipse credidit predictis erroribus. Alibinon vidit hereticos nec credidit nec adoravit nec aliquid dedit nec misit. Et hoc fuit confessus Ferrario inquisitori apud Saysac et abiuravitheresim et iuravit et cetera. Testis: Arnaldus, prior Sancti Saturnini; et magister Petrus de Caramanh; et frater Bernardus, inquisitor.",,,,,Predictos hereticos credidit tunc esse bonos homines et habere bonam fidem licet sciret quod Ecclesia persequeretur eos,#pos_bonos_homines #pos_bonam_fidem
MS609-0017.xml,Predictos hereticos credidit tunc esse bonos homines et habere bonam fidem licet sciret quod Ecclesia persequeretur eos,,,,,,
MS609-0078.xml,credidit hereticos esse bonos homines et habere bonam fidem et esse veraceset amicos Dei.,,,,,,
MS609-0079.xml,"Alibi nonvidit hereticos nec credidit nunquam esse bonos nec adoravit eos nec audivit predicationem eorum nec aliquid dedit nec misit nec duxit nec duci fecit. Predicta fuit confessa fratri Ferrario apud Saisag . Dixit etiam quod iste Albaric, primus vir suus, non fuit hereticus. Et abiuravit heresium et iuravit et cetera. Testes: Arnaldus de Manso Sanctarum Puellarum; Arnaldus, prior Sancti Saturnini; et frater Bernardus, inquisitor.",,,,,,
MS609-0080.xml,"Item. Vidit alia vici in domo ipsius testis Bernardum de Maire Vila et Raimundum de Narriqua. Et vidit ibi cum eis Bernardum de Sant Andreu; Petrum And de Sant Andreu; Roggerium Sartre; Willelmum Tesseire; Bernardum Aichart; Willelmus Poncii de Rocaut; Aimericum de Mola Vila; Bernardum Cogot; et Arnaldum Maiestre, concubinarium ipsius testi,qui iacebat ibi infirmus. Et tunc dicti heretici hereticaverunt dictum Arnaldum Maiestre. Et ipsa testis et omnes alii a adoraverunt ibi dictoshereticos ter flexis genibus dicendo, Boni homines, orate deum pro nobis. Et sunt XII anni vel circa.",,,,,,
MS609-0080.xml,Predictos hereticos credidit essebonos homines et habere bonam fidem et posse salvari per ipsos licet sciret quod ecclesia persequeret eos. Sed non audivit eos dicen tes errores de visibilibus nec de sacrementis nec ipsa credidit predicitis erroribus. Et sunt XX anni quod primo credidit hereticos essebonos homines sed non credidit X anni q predictam fuit confessa fratri Ferrario apud Limos. Et abiuravit heresim et iuravit et cetera. Testes: predicti et Arnaldus Cerda.,sunt XX anni quod primo credidit,non credidit X anni,1225,1235,Predictos hereticos credidit essebonos homines et habere bonam fidem et posse salvari per ipsos licet sciret quod ecclesia persequeret eos,#pos_bonos_homines #pos_bonam_fidem #pos_posse_salvari
MS609-0080.xml,Predictos hereticos credidit essebonos homines et habere bonam fidem et posse salvari per ipsos licet sciret quod ecclesia persequeret eos,,,,,,
MS609-0081.xml,"Predictos hereticos credidit esse bonos homines et habere bonam fidem et posse salvari per ipsos. Et audivit eos dicentes quod Deus non feceratvisibilia, et quod hostia sacrata non erat corpus Domini, et quod in baptismo et matrimonio non erat salus, et quod corpora mortuorum non resurgent, et ipsa credebat tunc sicut dicta Willelma, amitta sua, docebat ipsam This comment suggests one to one teaching not based on a program. Too haphazard and inconsistent against the sacraments. Possibly 'reactive', ie. 'This is what the Church is telling us to believe, but it is wrong'. Et abiuravit et iuravit et cetera. Testes: predicti.",,,,,Predictos hereticos credidit esse bonos homines et habere bonam fidem et posse salvari per ipsos.,#pos_bonos_homines #pos_bonam_fidem #pos_posse_salvari
MS609-0081.xml,Predictos hereticos credidit esse bonos homines et habere bonam fidem et posse salvari per ipsos.,,,,,,
MS609-0082.xml,"Predictos hereticos credidit esse bonos homines et habere bonam fidem et posse salvari per ipsos licet sciret quod ecclesia persequereter eos. Et audivit eos dicentes errores de visibilibus quod deus non fecerat eam, et quod hostia sacrata non erat corpus Christi, et quod corpora mortuoram non resurgent, et quod in baptismo et matrimonio non erat salus, et ipsa credebat sicut ipsi dicebant. Et sunt XXII anni quod primo credidit hereticos esse bonos, sed non credidit postquam frater Ferrarius reconciliavitipsam nec postea vidit hereticos nisi captos. Omnia predicta fuit confessa fratri Ferrario apud Saysac. Et abiuravit et cetera. Testes: predicti.",sunt XXII anni quod primo credidit hereticos esse bonos,sed non credidit postquam frater Ferrarius reconciliavitipsam,1223,1229,Predictos hereticos credidit esse bonos homines et habere bonam fidem et posse salvari per ipsos licet sciret quod ecclesia persequereter eos,#pos_bonos_homines #pos_bonam_fidem #pos_posse_salvari
MS609-0082.xml,Predictos hereticos credidit esse bonos homines et habere bonam fidem et posse salvari per ipsos licet sciret quod ecclesia persequereter eos,,,,,,
MS609-0084.xml,"Predictos hereticos credidit esse bonos homines et habere bonam fidem et esse amicos Dei et posse salvari per ipsos licet sciret quod Ecclesia persequeretur eos. Et audivit eos dicentes errores de visibilibus, quod Deus non fecerat ea, et quod hostia sacrata non erat corpus Christi, et quod baptismus et matrimonium nonvalebant ad salutem, et quod corpora mortuorum non resurgent, et ipse credebat tunc sicut ipsi dicebant. Et suntXX anni quod primo credidit hereticos esse bonos sed non credidit X anni sunt, licet ad instanciam Bertrandi Alamandi et Austorgue,uxorem Petri de Resengas, adoraverunt eas ad V anni citra. Predicta fuit confessa fratri Ferrario apud Limos.",suntXX anni quod primo credidit hereticos esse bonos,"sed non credidit X anni sunt, licet ad instanciam Bertrandi Alamandi et Austorgue,uxorem Petri de Resengas, adoraverunt eas ad V anni citra.",1225,1235,Predictos hereticos credidit esse bonos homines et habere bonam fidem et esse amicos Dei et posse salvari per ipsos licet sciret quod Ecclesia persequeretur eos.,#pos_bonam_fidem #pos_bonos_homines #pos_amicos_dei #pos_posse_salvari
MS609-0084.xml,Predictos hereticos credidit esse bonos homines et habere bonam fidem et esse amicos Dei et posse salvari per ipsos licet sciret quod Ecclesia persequeretur eos.,,,,,,
MS609-0086.xml,Predictos hereticos crediditesse bonos homines et habere bonam fidem et posse salvari per ipsos licet sciret quod ecclesia persequeretur eos. Sednon audivit eos dicentes errores de visibilibus nec de sacramentis nec ipsa credidit predictis erroribus. Et suntX anni quod primo credidit hereticos esse bonos homines sed non credidit sex anni sunt. Predicta alia et plura alia de quibus modonon recolit fuit confessa fratri Ferrario apud Saysag et omnia credit esse vera. Et abiuravit heresim et iuravit etcetera. Testes: predicti.,suntX anni quod primo credidit hereticos esse bonos homines,sed non credidit sex anni sunt,1235,1239,Predictos hereticos crediditesse bonos homines et habere bonam fidem et posse salvari per ipsos licet sciret quod ecclesia persequeretur eos.,#pos_bonos_homines #pos_bonam_fidem #pos_posse_salvari
MS609-0086.xml,Predictos hereticos crediditesse bonos homines et habere bonam fidem et posse salvari per ipsos licet sciret quod ecclesia persequeretur eos.,,,,,,
MS609-0088.xml,"Predictos hereticos non credidit esse bonos nec habere bonam fidem nec posse salvari per ipsos nec audivit eos dicentes errores de visibilibus, de baptismo, de matrimonio, de hostia sacrata, nec de resurrectione carnis non audivit eos loquentes. Alibi non vidit hereticos nec credidit nec adoravit nec aliquid dedit nec misit et omnia predictafuit confessa fratri Ferrario apud Saysac. Et abiuravit heresim et iuravit et cetera. Testes: Arnaldus, prior Sancti Saturnini; et frater Bernardus, inquisitor; et frater Willelmus Pelisso, Ordinis Predicatorum.",,,,,Predictos hereticos non credidit esse bonos nec habere bonam fidem nec posse salvari per ipsos,#neg_bonos_homines #neg_bonam_fidem #neg_posse_salvari
MS609-0088.xml,Predictos hereticos non credidit esse bonos nec habere bonam fidem nec posse salvari per ipsos,,,,,,
MS609-0089.xml,"Predictos hereticos credidit esse bonos homines et haberebonam fidem et posse salvari per ipsos quamvis sciret ecclesia persequeretur eos. Sed non audivit eos dicentes erroresde visibilibus quod deus non fecerat ea; de hostia sacrata de baptismo de matrimonio de resurrecione carnis non audivit eos loquentes, nec ipse credidit predictis erroribus. Et sunt XVIII anni quod primo credidit hereticos esse bonos et sunt anni quod dimisit omnino credulitatem illorum. Predicta omnia fuit confessus fratri Ferrario inquisitor apud Limos et omniacredit esse veram. Et abiuravit et iuravit et cetera. Testes: predicti.",sunt XVIII anni quod primo credidit hereticos esse bonos,sunt anni quod dimisit omnino credulitatem illorum,1227,1244,Predictos hereticos credidit esse bonos homines et haberebonam fidem et posse salvari per ipsos quamvis sciret ecclesia persequeretur eos,#pos_bonos_homines #pos_bonam_fidem #pos_posse_salvari
MS609-0089.xml,Predictos hereticos credidit esse bonos homines et haberebonam fidem et posse salvari per ipsos quamvis sciret ecclesia persequeretur eos,,,,,,
MS609-0090.xml,"Predictos hereticoscredidit esse bonos homines et habere bonam fidem et posse salvari per ipsos licet sciret quod ecclesia persequeretur eos, nec audivit eos dicentes quod deus non fecisset visibilia. De hostia sacrata, de baptismo, de matrimonio, nec de resurrectionecarnis non audivit eos loquentes nec nunquam audivit predicationem eorum. Et sunt VIII anni vel circa quod primo credidit hereticos essebonos sed sunt IIIIor anni quod non credidit predicta omnia. Predicta omnia fuit confessus fratri Ferrario et socio suo, inquisitoribus, apud Limos et pluria alia de quibus non recolat et omnia credidit esse veram. Et abiuravit heresim et iuravit et cetera. Testes: predicti.",sunt VIII anni vel circa quod primo credidit hereticos essebonos,sunt IIIIor anni quod non credidit predicta omnia,1237,1241,Predictos hereticoscredidit esse bonos homines et habere bonam fidem et posse salvari per ipsos licet sciret quod ecclesia persequeretur eos,#pos_bonos_homines #pos_bonam_fidem #pos_posse_salvari
MS609-0090.xml,Predictos hereticoscredidit esse bonos homines et habere bonam fidem et posse salvari per ipsos licet sciret quod ecclesia persequeretur eos,,,,,,
MS609-0093.xml,"Predictos hereticos o credidit hereticos credidit esse bonos homines et per ipsos licet sciret quod ecclesia persequeretur eos. Et audiviteos dicentes errores de visibilibus quod deus non fecerat ea, de hostia sacrata quod non est corpus christi vel domini de baptismo, etmatrimonio quod non valent ad salutem, de resurrectione carnis quod non erit. Et ipse credidit sie sicut ipsi dicebant. Et sunt VIanni vel circa quod primo credidit hereticos esse bonos sed non credidit postquam fecit confessionem suam de heresi fratri Ferrario et socio sui, inquisitoribus, apud Limos. Predicta fuit confessus dicto Ferrario et plura alia de quibus non recolit, sed omnia credidit esse veraces. Et abiuravit heresimet iuravit et cetera. Testes: predicti.",,,,,Predictos hereticos o credidit hereticos credidit esse bonos homines et per ipsos licet sciret quod ecclesia persequeretur eos,#pos_bonos_homines #pos_bonam_fidem #pos_amicos_dei #pos_posse_salvari
MS609-0093.xml,Predictos hereticos o credidit hereticos credidit esse bonos homines et per ipsos licet sciret quod ecclesia persequeretur eos,,,,,,
MS609-0101.xml,"Predictos hereticos credidit esse bonos homines et habere bonamfidem et esse amicos Dei et veraces licet sciret quod ecclesia persequeretur eos, et si moreretur tunc velletmori in manibus eorum. Et audivit eos dicentes quod Deus non fecerat visibilia, et quod hostia sacrata non eratcorpus Christi, et quod in baptismo et matrimonio non erat salus, et quod carnis resurrectio non erit. Et ipse credebattunc sicut ipsi dicebant et sunt XXV anni quod primo credidit hereticos esse bonos sed non credidit duo anni sunt. Predicta fuitconfessus fratri Ferrario et socio suo, inquisitoribus, apud Limos et plura alia de quibus non recolit, et omnia crediditesse veram.",,,,,"Predictos hereticos credidit esse bonos homines et habere bonamfidem et esse amicos Dei et veraces licet sciret quod ecclesia persequeretur eos, et si moreretur tunc velletmori in manibus eorum.",#pos_bonos_homines #pos_bonam_fidem #pos_amicos_dei #pos_veraces
MS609-0101.xml,"Predictos hereticos credidit esse bonos homines et habere bonamfidem et esse amicos Dei et veraces licet sciret quod ecclesia persequeretur eos, et si moreretur tunc velletmori in manibus eorum.",,,,,,
MS609-0102.xml,"Predictos hereticos credidit esse bonos homines at habere bonam fidem licet sciret quod Ecclesia persequeretur eos. Sed non audivit eos dicentes errores de invisibilibus, de hostia sacrata, de baptismo de matrimonio nec de resurrectione carnis non audivit eos loquentes. Et sunt VIII anni quod primo credebat hereticos esse bonos, sed non credebat VI anni sunt . Predicta fuit confessus fratri Ferrario et socium suum, inquisitoribus, apud Limos et omnia credidit esseveras. Et abiuravit heresim et iuravit et cetera. Testes: predicti. Testes predicti: reference to original deposition order? Deposition date does not follow registry above.",sunt VIII anni quod primo credebat hereticos esse bonos,non credebat VI anni sunt,1237,1239,credidit esse bonos homines at habere bonam fidem licet sciret quod Ecclesia persequeretur eos,#pos_bonos_homines #pos_bonam_fidem
MS609-0102.xml,credidit esse bonos homines at habere bonam fidem licet sciret quod Ecclesia persequeretur eos,,,,,,
MS609-0132.xml,Item dixit quod credidit hereticos esse bonos homines et habere bonam fidem et esse veraces et amicos Dei et posse salvari per ipsos. Et nunquam audivit hereticos loquentes quodDeus non fecerit visibilia et quod baptismus aque et alia sacramenta Ecclesie non prosint ad salutem. Et sunt XIIIIanni vel circa quod primo credidit hereticos bonos homines et sunt XIII anni vel circa quod ultimo dimisit illam credulitatem . Et fuit confessus fratri Ferrario apud Saxiacum et postea non vidit hereticos. Et abiuravit heresim et iuravit et cetera. Testes: qui in confessione Willelme Sicrese.,sunt XIIIIanni vel circa quod primo credidit hereticos bonos homines,sunt XIII anni vel circa quod ultimo dimisit illam credulitatem,1231,1233,credidit hereticos esse bonos homines et habere bonam fidem et esse veraces et amicos Dei et posse salvari per ipsos.,#pos_bonos_homines #pos_bonam_fidem #pos_veraces #pos_amicos_dei #pos_posse_salvari
MS609-0132.xml,credidit hereticos esse bonos homines et habere bonam fidem et esse veraces et amicos Dei et posse salvari per ipsos.,,,,,,
MS609-0133.xml,Item. Dixit quod nunquam adoravit nec nec credidit eos hereticos bonos homines nec esse veraces nec amicos dei nec posse salvariper ipsos nec audivit hereticos loquentes. Et fuit confessus fratri Ferrario apud Saxiacum et postea non vidit hereticos. Et abiuravit heresim etiuravit et cetera. Testes: qui in confessione Willelme Sicrese.,,,,,nunquam adoravit nec nec credidit eos hereticos bonos homines nec esse veraces nec amicos dei nec posse salvariper ipsos,
MS609-0133.xml,nunquam adoravit nec nec credidit eos hereticos bonos homines nec esse veraces nec amicos dei nec posse salvariper ipsos,,,,,,
MS609-0134.xml,"Item. Dixit se credidisse hereticos esse bonos homines et habere bonam fidem et esse veraces et amicos Dei et posse salvari per ipsos. Et audivit loquentes quod Deus non fecerat visibilia, et quod baptismus aque nichil valet, et quod hostia sacrata non estcorpus Christi, et quod in matrimonio non est salus et quod mortui non resurgent. Et ipse testis credidit sicut heciti heretici dicebant. Et sunt XII anni quod primo credidit hereticos esse bonos et sunt V anni quod non credidit . Et fuit confessus fratri Ferrario apud Limosum et postea non vidit hereticos. Et abiuravit heresim et iuravit et cetera. Testes: qui in confessione Willelme Sicrese.",sunt XII anni quod primo credidit hereticos esse bonos,sunt V anni quod non credidit,1233,1240,se credidisse hereticos esse bonos homines et habere bonam fidem et esse veraces et amicos Dei et posse salvari per ipsos,#pos_bonos_homines #pos_bonam_fidem #pos_veraces #pos_amicos_dei #pos_posse_salvari
MS609-0134.xml,se credidisse hereticos esse bonos homines et habere bonam fidem et esse veraces et amicos Dei et posse salvari per ipsos,,,,,,
MS609-0135.xml,se credidisse hereticos esse bonos homines et habere bonam fidem et esse veraces et amicos Dei et posse salvari per ipsos,,,,,,
MS609-0136.xml,"Item. Dixit se credidisse esse bonos homines ethabere bonam fidem et esse veraces et amicos Dei et posse salvari per ipsos. Et audivit hereticos loquentes quod Deus nonfecerat visibilia, et quod baptismus aque nichil valet, et quod hostia sacrata super altare non est corpus Christi, et quodin matrimonio non est salus, et quod mortui non resurgent. Et ipse testis credidit sicut ipsi dicebant et sunt XXII anniquod primo credidit hereticos esse bonos et sunt VIII anni quod non credidit. Et fuit confessus fratri Ferrario apud Limosum et postea non vidit hereticos. Et abiuravit heresim et iuravit, et cetera. Testis predicti.",sunt XXII anniquod primo credidit hereticos esse bonos,sunt VIII anni quod non credidit,1223,1237,se credidisse esse bonos homines ethabere bonam fidem et esse veraces et amicos Dei et posse salvari per ipsos.,#pos_bonos_homines #pos_bonam_fidem #pos_veraces #pos_amicos_dei #pos_posse_salvari
MS609-0136.xml,se credidisse esse bonos homines ethabere bonam fidem et esse veraces et amicos Dei et posse salvari per ipsos.,,,,,,
MS609-0137.xml,"Item. Dixit se cred credidisse hereticos esse bonos homines et habere bonam fidem et esse veraces et amicos Dei et posse salvari per ipsos.Et audivit hereticos loquentes quod Deus non fecerat visibilia, et quod baptismus aque nichil valet, et quod hostia sacrata non estcorpus Christi, et quod in matrimonio non est salus, et quod mortui non resurgent. Et ipse testis credidit sicut ipsi dicebant et sunt XV anni quod primo credidit hereticos esse bonos homines et sunt X anni quod non credidit. Et fuit confessus apud Limosum fratri Ferrario et postea non vidit hereticos. Et abiuravit heresium et iuravit et cetera. Testes predicti.",sunt XV anni quod primo credidit hereticos esse bonos homines,sunt X anni quod non credidit,1230,1235,,
MS609-0138.xml,Alibi nunquam vidit hereticos nisi captos nec credidit numquam nec adoravit nec vavidit adorare et sunt eodemcat dedit nec misit eis aliquid nec duxit nec eorum predicationem audivit nec audivit hereticos loquentes de visibilibus nec de sacramentis Ecclesie. Et fuit confessus fratri Ferrario apud Limosum et postea non vidit hereticos.,,,,,,
MS609-0138.xml,"Postea dixit quod qualibet vice quando vidit hereticos predictos, adoravit eos ter flexis genibus dicendo, Benedicite. Et audivit eos dicentesquod Deus non feceratcit visibilia, et quod hostia sacrata non est corpus Christi, et quod matrimonium non est meretricium, et quod mortui non resurgent. Et ipse testis credidit tunc sicut ipsi dicebant et credidit eos esse bonos homines et haberebonam fidem et esse amicos Dei. Sed non credidit XV anni sunt et sunt XX anni quod primo credidit . Et abiuravit heresim et iuravit et cetera. Testes: predicti.",sunt XX anni quod primo credidit,non credidit XV anni sunt,1225,1230,,
MS609-0138.xml,credidit eos esse bonos homines et haberebonam fidem et esse amicos Dei.,,,,,,
MS609-0160.xml,"Predictos hereticos credidit esse bonos et habere bonam fidem. Et sunt XL anni quod primo credidithereticos et sunt XII anni quod ultimo dimisit errores eorum . Alibi non vidit hereticos nec credidit nec adoravit nec comedit cum eis nec misit eis aliquid. Et fuit confesse fratri Ferrario. Et abiuravit heresim et iuravit et cetera. Testes: B. de Ladinhac; Silvester, capellanus de Viridifolio; et frater Bernardus, inquisitor; et Petrus Fresa Pa.",sunt XL anni quod primo credidithereticos,sunt XII anni quod ultimo dimisit errores eorum,1205,1233,Predictos hereticos credidit esse bonos et habere bonam fidem,#pos_bonos_homines #pos_bonam_fidem
MS609-0160.xml,Predictos hereticos credidit esse bonos et habere bonam fidem,,,,,,
MS609-0162.xml,"Alibi non vidithereticos nec credit nec adoravit nec dedit nec misit eis aliquid nec duxit. Predictos hereticos credidit esse bonos homines et habere bonam fidem. Et sunt VIII anni quod primo credidit ipsos esse bono et in eodem anno dimisit errores. Et abiuravit heresim et iuravit et cetera. Testes: Arnaldus, prior Sancti Saturnini; magister Petrus de Caraman et frater Bernardus, inquisitor.",sunt VIII anni quod primo credidit ipsos esse bono,in eodem anno dimisit errores.,1237,1237,Predictos hereticos credidit esse bonos homines et habere bonam fidem.,#pos_bonam_fidem #pos_bonos_homines
MS609-0162.xml,Predictos hereticos credidit esse bonos homines et habere bonam fidem.,,,,,,
MS609-0165.xml,Et fuit confessus aliis inquisitori. Alibi nec vidit hereticos nec credit nec adoravit nec deditnec misit eis aliquid nec errores eorum audivit. Item. Dixit postea quod predictos hereticos esse bonos homines et habere bonamfidem et cetera. Testes: qui in confessione Poncii Garnerii.,,,,,Item. Dixit postea quod predictos hereticos esse bonos homines et habere bonamfidem et cetera,#pos_bonam_fidem #pos_bonos_homines
MS609-0165.xml,Item. Dixit postea quod predictos hereticos esse bonos homines et habere bonamfidem et cetera,,,,,,
MS609-0172.xml,credidit hereticos esse bonos homineslicet sciret quod ecclesia persequeretur eos.,,,,,,
MS609-0173.xml,Dixit etiam quod non audivit hereticos dicentes errores de visibilibus nec de hostia sacrata nec de matrimonio sed bene audivit ipsos dicentes quod carnis resurrectio non erit sed ipse testis non credidit eis. Alibi non vidit hereticos nec Valdensis nisi captos nec credidit nec adoravit nisi ut dictum est nec dedit nec misit nec eorum predicationem audivit. Et abiuravit heresim et iuravit et cetera. Testes: predicti.,,,,,Dixit etiam quod non audivit hereticos dicentes errores de visibilibus nec de hostia sacrata nec de matrimonio sed bene audivit ipsos dicentes quod carnis resurrectio non erit sed ipse testis non credidit eis.,#neg_err_visibilia #neg_err_hostia #neg_err_matrimonio #pos_err_resurrectione
MS609-0175.xml,credidit hereticos esse bonos homines licet sciret quod ecclesia persequeretur eos,,,,,,
MS609-0176.xml,credidittunc hereticos esse bonos homines licet sciret quod ecclesia persequeretur eos,,,,,,
